Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy,Train Speed,Test Speed
0,0.0684550330042839,0.36215752363204956,0.05887334421277046,0.4965277910232544,4.819390296936035,9.491164207458496
1,0.04567871615290642,0.6258561611175537,0.04514336585998535,0.625,7.304049491882324,12.90201187133789
2,0.03943473473191261,0.6635273694992065,0.04177628457546234,0.6944444179534912,7.367650985717773,12.89775276184082
3,0.036227062344551086,0.698630154132843,0.06267975270748138,0.4340277910232544,7.343151092529297,12.977631568908691
4,0.03275248780846596,0.732876718044281,0.03520145267248154,0.6979166865348816,7.345259666442871,12.880351066589355
5,0.02964235469698906,0.7791095972061157,0.031057745218276978,0.7604166865348816,7.340818881988525,12.884161949157715
6,0.02774791046977043,0.7885273694992065,0.03461789712309837,0.7118055820465088,7.3601555824279785,12.869531631469727
7,0.02511768229305744,0.8133561611175537,0.02766992524266243,0.7951388955116272,7.389585971832275,13.299138069152832
8,0.023238737136125565,0.8390411138534546,0.030005697160959244,0.7638888955116272,7.455272674560547,13.209653854370117
9,0.021556304767727852,0.8441780805587769,0.022512540221214294,0.84375,7.456365585327148,13.156953811645508
10,0.01951790228486061,0.8715753555297852,0.023513566702604294,0.8576388955116272,7.459207534790039,13.272263526916504
11,0.01900085248053074,0.8664383292198181,0.02697153575718403,0.7708333134651184,7.45745325088501,13.199328422546387
12,0.017131110653281212,0.903253436088562,0.02235913835465908,0.8333333134651184,7.464054584503174,13.29967212677002
13,0.015686238184571266,0.9049657583236694,0.02046908251941204,0.8506944179534912,7.444390773773193,13.278003692626953
14,0.014840503223240376,0.9126712083816528,0.018660567700862885,0.8993055820465088,7.44705057144165,13.304939270019531
15,0.012852818705141544,0.9289383292198181,0.016744274646043777,0.8888888955116272,7.4552836418151855,13.404500961303711
16,0.012263108044862747,0.9392123222351074,0.017018599435687065,0.8993055820465088,7.453385829925537,13.267274856567383
17,0.010046781040728092,0.9597602486610413,0.01572355628013611,0.8958333134651184,7.444983959197998,13.555440902709961
18,0.009351124055683613,0.9571917653083801,0.01682242378592491,0.875,7.466405391693115,13.27658462524414
19,0.009320505894720554,0.960616409778595,0.016647616401314735,0.8958333134651184,7.46928596496582,13.536555290222168
20,0.008459172211587429,0.9631849527359009,0.016139360144734383,0.8819444179534912,7.464853763580322,13.540687561035156
21,0.007517891004681587,0.9683219194412231,0.013465440832078457,0.9131944179534912,7.483248233795166,13.579288482666016
22,0.006785055156797171,0.9794520735740662,0.014408452436327934,0.9131944179534912,7.473323822021484,13.468868255615234
23,0.0057501713745296,0.9854452013969421,0.014109466224908829,0.9201388955116272,7.471968650817871,13.581168174743652
24,0.00615657540038228,0.9785959124565125,0.013552160002291203,0.9236111044883728,7.462650299072266,13.540790557861328
25,0.005840562283992767,0.9811643958091736,0.013339918106794357,0.9166666865348816,7.47765588760376,13.695096969604492
26,0.005469719413667917,0.9845890402793884,0.012998010031878948,0.9131944179534912,7.483035564422607,13.70508861541748
27,0.004909120965749025,0.9863013625144958,0.01282818429172039,0.9166666865348816,7.492278099060059,13.598028182983398
28,0.004653073847293854,0.9871575236320496,0.01293675322085619,0.9097222089767456,7.480484485626221,13.700478553771973
29,0.004834005143493414,0.988869845867157,0.012560604140162468,0.9201388955116272,7.482644557952881,13.7004976272583
30,0.004787259269505739,0.9871575236320496,0.01292106881737709,0.9166666865348816,7.483426570892334,13.571928024291992
31,0.0046645402908325195,0.9897260069847107,0.012996826320886612,0.9131944179534912,7.48199987411499,13.031373023986816
