Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy,Train Speed,Test Speed
0,0.0680445060133934,0.37157535552978516,0.05112719163298607,0.5555555820465088,48.41733932495117,18.01366424560547
1,0.04736791178584099,0.5933219194412231,0.043899986892938614,0.6215277910232544,48.576168060302734,22.777257919311523
2,0.040979184210300446,0.6618150472640991,0.03891419246792793,0.6770833134651184,49.28300094604492,23.401763916015625
3,0.03642160817980766,0.6738013625144958,0.04445751756429672,0.6180555820465088,49.45159149169922,23.358261108398438
4,0.03239317610859871,0.7260273694992065,0.035662535578012466,0.6979166865348816,48.9379768371582,22.785621643066406
5,0.031385257840156555,0.7414383292198181,0.03460705652832985,0.7291666865348816,48.78044128417969,22.822906494140625
6,0.029187515377998352,0.755993127822876,0.031848859041929245,0.7430555820465088,48.79178237915039,22.737783432006836
7,0.02721329592168331,0.7773972749710083,0.030641524121165276,0.7361111044883728,26.553409576416016,17.363834381103516
8,0.02586466632783413,0.7773972749710083,0.029401535168290138,0.7673611044883728,42.8121452331543,21.97772979736328
9,0.024126820266246796,0.8133561611175537,0.03676886111497879,0.7013888955116272,44.95576477050781,22.323457717895508
10,0.022414272651076317,0.8210616707801819,0.028249438852071762,0.7604166865348816,47.036746978759766,22.79376220703125
11,0.0204580407589674,0.8424657583236694,0.031942274421453476,0.7465277910232544,49.08396530151367,22.903179168701172
12,0.020007291808724403,0.8493150472640991,0.026480332016944885,0.78125,49.20264434814453,22.846004486083984
13,0.019042786210775375,0.8604452013969421,0.025978190824389458,0.8090277910232544,48.781585693359375,22.42067527770996
14,0.017960891127586365,0.8792808055877686,0.024567650631070137,0.8263888955116272,49.21175003051758,23.05738067626953
15,0.0164808202534914,0.8904109597206116,0.026699021458625793,0.8229166865348816,47.62781524658203,22.54201316833496
16,0.016187366098165512,0.8912671208381653,0.024176334962248802,0.8263888955116272,48.030487060546875,22.836261749267578
17,0.015393880195915699,0.8998287916183472,0.02350004017353058,0.8298611044883728,49.19892120361328,22.710041046142578
18,0.014407636597752571,0.9041095972061157,0.023999616503715515,0.8125,48.916778564453125,23.001928329467773
19,0.012409410439431667,0.9186643958091736,0.021357964724302292,0.8298611044883728,48.91910171508789,22.93381118774414
20,0.011341357603669167,0.9297945499420166,0.021545927971601486,0.8368055820465088,49.13669204711914,22.74587631225586
21,0.010766389779746532,0.9452054500579834,0.02076961100101471,0.8506944179534912,48.90559387207031,22.662599563598633
22,0.01013248972594738,0.9452054500579834,0.02075047418475151,0.84375,48.87864685058594,22.520423889160156
23,0.009680730290710926,0.9460616707801819,0.019078925251960754,0.84375,48.35556411743164,22.783756256103516
24,0.00839261058717966,0.9614726305007935,0.019250020384788513,0.8645833134651184,48.45056915283203,22.78546905517578
25,0.007876194082200527,0.9571917653083801,0.0196653064340353,0.8611111044883728,48.92224884033203,23.136112213134766
26,0.007646620739251375,0.9674657583236694,0.01935344748198986,0.8506944179534912,49.64186096191406,22.798503875732422
27,0.007596674840897322,0.960616409778595,0.01920849084854126,0.8541666865348816,48.78569030761719,22.792978286743164
28,0.007210155017673969,0.9700342416763306,0.019742494449019432,0.8611111044883728,48.67471694946289,22.883176803588867
29,0.007264298852533102,0.965753436088562,0.019237788394093513,0.8541666865348816,49.15340042114258,22.856489181518555
30,0.007214490324258804,0.9623287916183472,0.020093858242034912,0.8576388955116272,48.8653564453125,22.962312698364258
31,0.006659425795078278,0.9751712083816528,0.019564690068364143,0.8611111044883728,48.56657409667969,22.942411422729492
