Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy,Train Speed,Test Speed
0,0.06604206562042236,0.40753424167633057,0.048711370676755905,0.6006944179534912,7.792150020599365,8.27634334564209
1,0.04401297867298126,0.6378424763679504,0.041993457823991776,0.6319444179534912,7.546869277954102,11.61357307434082
2,0.036789342761039734,0.6917808055877686,0.04480937495827675,0.6076388955116272,7.451796531677246,11.299362182617188
3,0.03388805687427521,0.7251712083816528,0.03611457720398903,0.7048611044883728,7.408814907073975,11.190655708312988
4,0.03080936148762703,0.7542808055877686,0.039950236678123474,0.6597222089767456,7.521365642547607,11.23595905303955
5,0.028328483924269676,0.784246563911438,0.03339146077632904,0.75,7.455756187438965,11.438908576965332
6,0.025418022647500038,0.8073630332946777,0.030131183564662933,0.7430555820465088,7.468889236450195,11.345844268798828
7,0.023158468306064606,0.8193492889404297,0.026484696194529533,0.7847222089767456,7.484059810638428,11.308249473571777
8,0.02232673391699791,0.8347602486610413,0.02915288135409355,0.7534722089767456,7.510672092437744,11.281771659851074
9,0.021117614582180977,0.8527397513389587,0.025308776646852493,0.8125,7.479289531707764,11.247825622558594
10,0.0188386719673872,0.8724315166473389,0.028194185346364975,0.7673611044883728,7.515780448913574,11.31979751586914
11,0.01889803633093834,0.8741438388824463,0.02385123260319233,0.84375,7.52044677734375,11.571365356445312
12,0.016466371715068817,0.8946917653083801,0.030806923285126686,0.7430555820465088,7.545419692993164,11.562682151794434
13,0.01577356643974781,0.9015411138534546,0.022771921008825302,0.8576388955116272,7.544936180114746,7.103732585906982
14,0.01465337723493576,0.9178082346916199,0.033775944262742996,0.7361111044883728,7.526850700378418,11.516275405883789
15,0.013798389583826065,0.9220890402793884,0.018270770087838173,0.8784722089767456,7.532871246337891,11.572816848754883
16,0.011636003851890564,0.9332191944122314,0.01958269253373146,0.8819444179534912,7.555790424346924,11.628368377685547
17,0.0101629002019763,0.9417808055877686,0.018617140129208565,0.8611111044883728,7.554623126983643,11.603970527648926
18,0.009813642129302025,0.9477739930152893,0.022971315309405327,0.84375,7.54808235168457,11.632161140441895
19,0.00802589487284422,0.9674657583236694,0.020697269588708878,0.8611111044883728,7.541975498199463,11.46550464630127
20,0.007158675231039524,0.9743150472640991,0.01859954558312893,0.8784722089767456,7.54403018951416,11.59432601928711
21,0.007611122447997332,0.9700342416763306,0.01913992315530777,0.8680555820465088,7.544515609741211,11.53304386138916
22,0.006677474360913038,0.9803082346916199,0.01573466695845127,0.8958333134651184,7.455291748046875,11.534802436828613
23,0.006221151445060968,0.9785959124565125,0.01630929671227932,0.8854166865348816,7.51096248626709,11.409214973449707
24,0.005662787705659866,0.9837328791618347,0.01552386675029993,0.8854166865348816,7.573109149932861,11.718123435974121
25,0.005421615671366453,0.9820205569267273,0.01510676834732294,0.9027777910232544,7.512200355529785,11.396410942077637
26,0.005212489049881697,0.9845890402793884,0.01551436074078083,0.9027777910232544,7.4884796142578125,11.522660255432129
27,0.00471071619540453,0.9897260069847107,0.01470531802624464,0.8993055820465088,7.481693267822266,11.312341690063477
28,0.004141776356846094,0.9922945499420166,0.014883331023156643,0.9027777910232544,7.432887554168701,11.320594787597656
29,0.004657280165702105,0.988869845867157,0.014385777525603771,0.90625,7.491604804992676,10.829046249389648
30,0.004459021147340536,0.988869845867157,0.01424283068627119,0.9027777910232544,7.414201259613037,11.418212890625
31,0.004290022421628237,0.9905821681022644,0.014707389287650585,0.9097222089767456,7.461577415466309,11.388153076171875
